,매장명,구,주소,위도,경도
600,숙대입구역점,용산구,서울 용산구 한강대로 289 (갈월동),37.5453248,126.9702197
601,순천향병원점,용산구,서울 용산구 대사관로 72 ,37.5330587,127.0059327
602,용문점,용산구,서울 용산구 원효로41길 73 (원효로2가),37.5363006,126.9624595
603,용산원효점,용산구,"서울 용산구 원효로 70 (원효로4가, 신정빌딩)",37.5322885,126.9515009
604,용산이마트점,용산구,서울 용산구 한강대로21나길 17 (한강로3가),37.5288539,126.9640447
605,용산중앙점,용산구,서울 용산구 한강대로 52-1 (한강로3가),37.5255891,126.9648264
606,용산청파점,용산구,"서울 용산구 청파로71길 10 (청파동1가, 새마을금고)",37.5446762,126.9700265
607,용산효창점,용산구,서울 용산구 효창원로66길 2 (효창동),37.5410418,126.9634863
608,용산후암점,용산구,"서울 용산구 후암로 40-2 (후암동, 성원빌딩)",37.5494813,126.9776645
609,원효로점,용산구,서울 용산구 원효로 257 (원효로1가),37.5399325,126.9674607
610,갈현점,은평구,서울 은평구 갈현로 268 (갈현동),37.6122498,126.9132786
611,구산사거리점,은평구,서울 은평구 서오릉로 195 (구산동),37.6138414,126.9110225
612,구산역점,은평구,서울 은평구 연서로 148 (대조동),37.6141112,126.9208904
613,구파발역점,은평구,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",37.6458965,126.9262918
614,녹번동점,은평구,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",37.6086912,126.9269617
615,녹번중앙점,은평구,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",37.603474,126.9346394
616,독바위역점,은평구,"서울 은평구 불광로 128 (불광동, 배진하우스)",37.6180771,126.9333072
617,백련산아이파크점,은평구,"서울 은평구 응암로 264 (응암동, 서울빌딩)",37.5952388,126.9188557
618,본서부병원점,은평구,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",37.6012692,126.9221517
619,불광역점,은평구,서울 은평구 통일로 731 (대조동),37.6141112,126.9208904
620,불광연서로점,은평구,서울 은평구 연서로 275 (불광동),37.6116009,126.9304684
621,불광중앙점,은평구,서울 은평구 불광로 59 (불광동),37.6122908,126.9317226
622,수색역점,은평구,서울 은평구 수색로 250 (수색동),37.5818859,126.8963113
623,역촌동점,은평구,서울 은평구 갈현로 82 (역촌동),37.6013705,126.9134783
624,역촌사거리점,은평구,서울 은평구 서오릉로 100 (대조동),37.608995,126.9216444
625,역촌진흥로점,은평구,서울 은평구 진흥로1길 3 (역촌동),37.6016991,126.9194436
626,연신내역점,은평구,서울 은평구 통일로 855-9 (갈현동),37.6270657,126.9156137
627,연신내중앙점,은평구,서울 은평구 통일로 825 (대조동),37.6141112,126.9208904
628,연신내통일로점,은평구,서울 은평구 통일로 876 (불광동),37.6166944,126.9265287
629,은평구청점,은평구,서울 은평구 은평로 197 (녹번동),37.6016007,126.9296014
630,은평뉴타운점,은평구,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)",37.64223339999999,126.9231143
631,은평이마트점,은평구,"서울 은평구 은평로 111 (응암동, 은평이마트)",37.6003893,126.9202568
632,응암역점,은평구,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",37.6001129,126.9155858
633,응암오거리점,은평구,서울 은평구 응암로 211 (응암동),37.5908628,126.9171141
634,응암중앙점,은평구,서울 은평구 응암로 183 (응암동),37.5883944,126.9165713
635,증산동점,은평구,서울 은평구 증산서길 78 (증산동),37.5833382,126.9065476
636,경복궁역점,종로구,서울 종로구 자하문로 7 (체부동),37.5790658,126.9697902
637,광화문점,종로구,서울 종로구 세종대로23길 15 (도렴동),37.571457,126.9756366
638,광화문트윈트리타워점,종로구,"서울 종로구 율곡로 6 (중학동, 트윈 트리 빌딩)",37.5751853,126.9797383
639,낙원동점,종로구,서울 종로구 낙원동 ,37.57284569999999,126.9884126
640,대학로점,종로구,서울 종로구 대학로10길 17 (동숭동),37.5820564,127.0031655
641,독립문역점,종로구,서울 종로구 통일로 266 (무악동),37.5771577,126.9586244
642,동대문역점,종로구,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",37.5718325,127.0081491
643,동묘역점,종로구,서울 종로구 종로 354 (숭인동),37.5776264,127.0223891
644,방통대점,종로구,서울 종로구 대학로 81-1 (연건동),37.5783148,127.0017255
645,배화여대점,종로구,서울 종로구 필운대로1길 35 (필운동),37.5778275,126.9679917
646,북촌마을점,종로구,서울 종로구 북촌로5길 39 (화동),37.57953759999999,126.9836008
647,삼일빌딩점,종로구,서울 종로구 삼일대로15길 13 (관철동),37.5687424,126.9867265
648,상명대점,종로구,서울 종로구 홍지동,37.601247,126.9562041
649,성균관대점,종로구,서울 종로구 성균관로 8 (명륜2가),37.5845216,126.9994393
650,숭인점,종로구,서울 종로구 숭인동길 6 (숭인동),37.5752518,127.0215847
651,신설점,종로구,서울 종로구 난계로29길 30 (숭인동),37.5741948,127.0214683
652,종각점,종로구,서울 종로구 삼일대로19길 24 (관철동),37.56962,126.9862007
653,종로3가점,종로구,서울 종로구 종로 126 (종로3가),37.5700276,126.9917137
654,종로4가점,종로구,서울 종로구 김상옥로 1 (인의동),37.5734546,126.9978915
655,종로5가점,종로구,서울 종로구 대학로 33 (효제동),37.574208,127.0018843
656,종로교차로점,종로구,서울 종로구 동호로 406-1 (종로5가),37.5705613,127.002241
657,종로구청점,종로구,서울 종로구 수송동,37.5739802,126.9804234
658,종로르메이에르점,종로구,서울 종로구 종로1가 르메이에르종로타운,37.5709593,126.9798759
659,종로삼일대로점,종로구,서울 종로구 삼일대로 390-1 (관철동),37.5690625,126.9872746
660,종로타워점,종로구,"서울 종로구 종로 51 (종로2가, 종로타워)",37.5707727,126.983525
661,창덕궁점,종로구,서울 종로구 돈화문로 41-1 (묘동),37.5741088,126.991447
662,창신동점,종로구,서울 종로구 종로 316-1 (창신동),37.5745846,127.008896
663,창신중앙점 ,종로구,서울 종로구 지봉로 64 (숭인동),37.5756904,127.0158154
664,탑골공원점,종로구,서울 종로구 낙원동 ,37.57284569999999,126.9884126
665,혜화동로터리점,종로구,서울 종로구 혜화로 3-1 (혜화동),37.5860305,127.0005638
666,혜화역점,종로구,서울 종로구 창경궁로 258-15 (명륜2가),37.5846573,127.0002379
667,YTN점,중구,서울 중구 세종대로1길 11 (봉래동1가),37.5581783,126.9727466
668,광희동점,중구,서울 중구 마른내로 165-1 (광희동1가),37.564787,127.006136
669,다동점,중구,서울 중구 다동길 46 (다동),37.56782159999999,126.9817119
670,동국대후문점,중구,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",37.5624822,126.9986871
671,동대문점,중구,서울 중구 을지로43길 38 (을지로6가),37.5676676,127.0077516
672,동평화점,중구,서울 중구 청계천로 318 (신당동),37.5694218,127.0132185
673,만리동고개점,중구,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호",37.555136,126.9634788
674,명동역점,중구,서울 중구 퇴계로 103 (충무로1가),37.5608361,126.9832037
675,북창동점,중구,서울 중구 남대문로1길 57-1 (태평로2가),37.5636058,126.9775563
676,서소문점,중구,서울 중구 서소문로11길 8 (서소문동),37.5632228,126.973086
677,서울시청점,중구,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)",37.5631745,126.9989676
678,세종로점,중구,서울 중구 세종대로21길 67 (태평로1가),37.5682757,126.9756694
679,신당점,중구,서울 중구 다산로35길 11 (신당동),37.56351799999999,127.0148075
680,신당중앙점,중구,서울 중구 퇴계로 455 (황학동),37.56744380000001,127.0198915
681,약수역점,중구,서울 중구 동호로 186-13 (신당동),37.5545654,127.0114859
682,오장동점,중구,서울 중구 마른내로 109-1 (오장동),37.5645748,127.0001136
683,을지로3가점,중구,서울 중구 수표로 45 (저동2가),37.5634861,126.9902353
684,정동점,중구,서울 중구 정동길 2-1 (정동),37.5679414,126.9693423
685,중림점,중구,서울 중구 청파로 464 (중림동),37.5607773,126.9682129
686,청구역점,중구,서울 중구 다산로 181-2 (신당동),37.5597511,127.0132283
687,충무로3가점,중구,서울 중구 퇴계로27길 31 (충무로3가),37.56252509999999,126.9912341
688,충무로점,중구,서울 중구 퇴계로 188 (필동1가),37.5607858,126.9921905
689,충무아트홀점,중구,서울 중구 퇴계로 381-1 (신당동),37.5652402,127.0139856
690,충무필동점,중구,서울 중구 퇴계로 218-5 (필동2가),37.561541,126.9936459
691,충정로역점,중구,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지)",37.5587312,126.9649372
692,태평로점,중구,서울 중구 세종대로11길 26 (서소문동),37.5624142,126.9745054
693,한국은행점,중구,서울 중구 남대문로 29-2 (남대문로3가),37.5619687,126.9803334
694,황학롯데캐슬점,중구,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708733,127.0213284
695,회현SK리더스점,중구,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",37.5592302,126.9806639
696,금란망우점,중랑구,서울 중랑구 망우로 460 (망우동),37.6000681,127.1031213
697,동원사거리점,중랑구,"서울 중랑구 겸재로 240 (면목동, 행복오피스텔)",37.589608,127.0941645
698,망우동점,중랑구,서울 중랑구 망우로 416 (망우동),37.5991279,127.0983355
699,망우중앙점,중랑구,"서울 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)",37.5976442,127.0943462
700,먹골역점,중랑구,서울 중랑구 동일로157길 13 (묵동),37.6097015,127.0768818
701,면목경남아너스빌점,중랑구,서울 중랑구 면목로27길 92 (면목동),37.5742279,127.0805033
702,면목본동점,중랑구,서울 중랑구 면목로 370 (면목동),37.5849094,127.0885874
703,묵동자이점,중랑구,"서울 중랑구 동일로 932 (묵동, 묵동자이아파트)",37.613816,127.077513
704,봉화산역점,중랑구,서울 중랑구 신내로 211 (신내동),37.6163947,127.0926039
705,사가정아이파크점,중랑구,"서울 중랑구 동일로92길 57 (면목동, 메디포레)",37.5834599,127.0831625
706,사가정역점,중랑구,서울 중랑구 면목로 325 (면목동),37.5810983,127.0881584
707,상봉엠코점,중랑구,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",37.598081,127.0905951
708,상봉역점,중랑구,서울 중랑구 망우로 288 (상봉동),37.5957798,127.0844337
709,상봉중앙점,중랑구,서울 중랑구 망우로 316 (상봉동),37.5964462,127.0875204
710,서울중랑경찰서점,중랑구,서울 중랑구 신내역로3길 40-11 (신내동),37.6126681,127.1032127
711,서일중앙점,중랑구,"서울 중랑구 용마산로 394 (면목동, 해동검도)",37.5874945,127.091005
712,신내동점,중랑구,서울 중랑구 봉화산로 215 (신내동),37.6076181,127.0965284
713,양원남부점,중랑구,서울 중랑구 양원역로 25-10 (망우동),37.6030497,127.107406
714,양원역점,중랑구,서울 중랑구 양원역로14가길 24 (망우동),37.6016933,127.1083226
715,용마산역점,중랑구,서울 중랑구 면목로 254-1 (면목동),37.5753971,127.0856773
716,우림시장점,중랑구,서울 중랑구 봉우재로 240 (망우동),37.595272,127.0993536
717,중랑교차로점,중랑구,서울 중랑구 동일로 683 (면목동),37.5913966,127.0798414
718,중랑역점,중랑구,서울 중랑구 망우로 198 (상봉동),37.593212,127.0748661
719,중화동점,중랑구,서울 중랑구 동일로129길 1 (중화동),37.6011436,127.0805692
720,중화역점,중랑구,"서울 중랑구 동일로 815, 1층",37.6030917,127.0788763
721,화랑대역점,중랑구,"서울 중랑구 신내로25가길 2 (묵동, 현동학당)",37.6194506,127.0841605
